job_title,company_name,size,founded,type,industry,sector
"Engineer III, Data Scientist (Hybrid)",BD,10000+ Employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing
VIE - Data Scientist,AXA Funds Management,10000+ Employees,1985,Company - Private,Insurance Carriers,Insurance
"Peoria, IL",Techspace Solutions,,,,,
Data Scientist,Envoy,1001 to 5000 Employees,2020,Company - Public,Wholesale,Retail & Wholesale
Data Scientist,QinetiQ US,501 to 1000 Employees,1956,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense
Sr. Statistical Consultant - Remote,UnitedHealthcare,10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare
Data Scientist,"Weil Group, Inc",51 to 200 Employees,--,Company - Private,Accounting & Tax,Financial Services
Postdoctoral Fellow: Data Scientist,University of Tennessee Health Science Center,10000+ Employees,--,College / University,Colleges & Universities,Education
Sr Data Scientist I,RELX,10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology
Data Scientist,"Labviva, Inc.",Unknown,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology
Sr. Fraud Data Analyst,RELX,10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology
Data Scientist,Cornerstone Defense,Unknown,--,Subsidiary or Business Segment,National Agencies,Government & Public Administration
Data Scientist,Belay Technologies,1 to 50 Employees,2008,Unknown,Information Technology Support Services,Information Technology
"Machine Learning Engineer, Ad Bidding Optimization","Grammarly, Inc.",501 to 1000 Employees,2009,Company - Private,Internet & Web Services,Information Technology
Data Scientist,Victory,201 to 500 Employees,1945,Company - Private,Taxi & Car Services,Transportation & Logistics
Data Scientist,SET Solutions,51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology
Sr Machine Learning Engineer,MD Anderson Cancer Center,10000+ Employees,1941,Hospital,Health Care Services & Hospitals,Healthcare
Data Scientist,ICR inc.,Unknown,--,Company - Private,Aerospace & Defense,Aerospace & Defense
Data Scientist,ShyftLabs,51 to 200 Employees,2020,Company - Private,Business Consulting,Management & Consulting
Mid-Level Data Scientist,Technomics,51 to 200 Employees,1984,Company - Private,Aerospace & Defense,Aerospace & Defense
Remote,Itemize Corp.,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology
Data Scientist,Radiance Technologies,501 to 1000 Employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense
Data Scientist (Experienced),Parafin,51 to 200 Employees,2020,Company - Private,Financial Transaction Processing,Financial Services
Sr Data Scientist,Public Storage,5001 to 10000 Employees,1972,Company - Public,Real Estate,Real Estate
Senior Associate Data Scientist - Upmarket Segments Modeling Team,Capital One,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services
Staff Applied Scientist,Xero,1001 to 5000 Employees,2006,Company - Public,Computer Hardware Development,Information Technology
Data Scientist - Measurement,InMarket,201 to 500 Employees,2010,Company - Private,Publishing,Media & Communication
Senior Data Analyst,Philadelphia District Attorney's Office,501 to 1000 Employees,--,Government,Municipal Agencies,Government & Public Administration
